mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,ID,iPSC-T1R1,iPSC-T1R2,iPSC-T1R3,iPSC-T2R1,iPSC-T2R2,iPSC-T2R3,m15-T1R1,m15-T1R2,m15-T1R3,m15-T2R1,m15-T2R2,m15-T2R3,mESC-T1R1,mESC-T1R2,mESC-T1R3,mESC-T2R1,mESC-T2R2,mESC-T2R3,number_of_observation_per_peak
772.5921721,772.5281683,772.6052469,491.8325,480.155,547.072,96,875009.1363,865790.674,843475.1138,1487632.482,2215723.728,1692572.684,1411632.738,1239022.825,981364.904,2874672.185,3075929.438,2346913.369,1198917.004,1171738.119,1193906.089,1610500.859,2134426.214,2037019.462,18
772.5458552,772.5235469,772.581688,226.7905,204.279,287.855,97,570414.1435,603685.8306,349371.1271,656996.4624,609415.4847,637566.0915,316203.6924,164957.7932,360408.0669,532838.115,554433.1255,550767.6067,695726.6949,546213.1483,680734.5941,721352.2012,764457.1007,680348.0832,18
773.5951604,773.531737,773.6066676,488.841,458.59,537.689,98,423741.419,447320.6336,369685.8606,643489.5458,938330.712,966651.1821,168176.0354,552246.9926,464152.4258,1149901.324,1122546.955,1258839.077,499437.2291,509611.9027,598686.6082,1045228.058,904210.2786,845395.5914,18
773.5284654,773.5271141,773.584602,210.4215,206.92,288.766,99,275950.9921,295973.5016,264638.2687,313163.5955,295812.4751,303660.4267,180326.8256,84462.821,175239.0334,267290.7918,275621.3157,264492.624,353286.3063,338382.188,306537.0562,358277.4445,355460.0116,333462.5605,18
774.5427621,774.5407727,774.5920365,207.22,118.276,229.79,100,882502.6641,927585.2175,826554.3455,1732620.747,1853609.404,1762143.155,689589.6153,389795.8733,576233.9233,1700294.702,1969180.407,1839128.122,1017953.446,1054522.733,905686.863,1990829.653,1956202.906,1751513.033,18
775.5459717,775.5443591,775.5692824,207.54,151.382,230.816,101,408216.4274,381443.5626,342548.703,833865.9165,886669.2834,838589.402,326297.5293,185183.4318,314364.0017,844743.7658,953038.468,859706.8647,433818.9993,474322.9879,444191.4072,944968.2817,950066.6789,813392.4024,18
776.5576875,776.5261312,776.5825478,209.319,154.389,295.074,102,783540.3024,873909.5459,560501.3604,1297366.263,1741558.558,1601773.694,689426.1371,335570.7906,690836.0214,1612687.886,1880620.518,1764369.899,967058.9864,805659.2625,811450.5246,2003204.686,1993311.373,1725734.135,18
781.5837951,781.5454708,781.5908907,212.411,115.284,220.735,103,94840.24406,78304.41987,54305.53454,96895.07926,123144.4155,138641.1451,67861.54427,23462.30767,74613.97312,98847.00957,137646.4274,117202.5856,127834.796,91487.99417,83227.81452,136815.5217,178665.2757,117931.6377,18
784.584286,784.5749769,784.58607,485.644,463.135,517.462,104,4981494.085,3712580.283,5208537.609,7296169.437,7112303.373,6889287.64,2828154.952,2878370.407,3741376.879,6660835.184,8718849.03,7218805.723,1608813.977,8051763.949,6388053.882,10828139.43,11487778.27,10291316.06,18
785.5879289,785.5792176,785.590038,485.827,482.478,518.827,105,2528978.593,2404090.686,2717478.297,4033472.371,3491938.78,3580665.017,1720143.001,1266408.981,1764724.208,4054406.132,4573678.245,3804414.487,479815.6273,466673.4445,3022742.355,5064209.622,5383498.613,5191892.65,18
786.6010424,786.5394669,786.6034649,481.218,437.511,485.738,106,19809937.21,19477271.87,19130422.17,31946951.18,32014731.34,30864007.2,26342215.38,20097843.27,28541900.35,38488434.76,42447512.15,37969688.26,22130935.21,18759293.67,17826524.49,28854805.42,29560206.65,27865493.44,18
787.6044646,787.5425246,787.6055093,482.6525,439.021,485.738,107,10269863.03,9480143.938,9586399.879,16944483.58,17235680.95,16420587.5,14582892.91,10242388.28,14773212.61,21111769.59,23581251.28,20707226.69,10635862.24,9650760.563,8523986.782,15022098.46,15462045.79,14465605.92,18
788.5190595,788.5183228,788.6049271,219.65,143.752,232.2,108,319964.7348,331474.7523,273859.4778,293282.3989,280831.3649,266701.9669,307142.9477,148524.3351,251996.6248,306268.0206,339829.3477,318290.7804,263477.9343,309117.2439,267201.5781,288812.4058,281930.7871,286518.3543,18
788.6150696,788.607063,788.8540143,484.987,465.442,489.107,109,9598822.709,9996324.475,9457031.101,13946376.75,17460600.07,16341817.72,14802028.49,8133206.434,15087411.58,17111119.34,19562894.12,16790435.7,10612728.34,8362963.925,8776983.861,16301544.02,15702394.66,15246868.53,18
789.6196317,789.61226,789.8563481,485.384,470.348,489.107,110,3913543.55,4339958.822,3967765.482,7098298.798,7751447.923,7154747.35,6471742.367,3208863.354,6309988.973,7333353.157,8102883.646,7602450.612,4498235.67,3678168.951,3579711.265,7300951.7,7550759.698,6751545.349,18
790.5363285,790.5054701,790.5873871,216.3235,152.083,275.392,111,790897.0844,763546.5483,731421.5165,1015136.316,928077.3878,1102581.063,527110.2339,307277.0665,566731.3942,1195132.383,1186129.478,1098657.462,887496.8127,882477.7877,829042.1688,1185960.783,1230444.73,1023528.615,18
790.6217997,790.6178177,790.6232334,486.613,480.147,490.788,112,917248.7935,1030006.751,858375.0257,1775084.686,2263737.745,1979159.466,1661947.139,670067.0698,1491109.632,2116222.888,2257987.935,2041462.599,903946.5707,796830.449,694464.6587,1983193.348,2086771.135,1841637.416,18
791.5402785,791.5385786,791.5902371,215.8,151.42,218.097,113,400302.2753,374738.6857,213879.3662,515796.2328,502592.351,533870.0445,271852.8353,147163.223,278509.8614,546177.5839,632225.043,567401.1246,415131.2296,371411.6116,339510.7006,552474.7203,508169.4695,335268.9078,18
791.6201619,791.5591027,791.6251433,486.847,433.32,553.557,114,145588.4134,153165.2233,164984.0322,298819.785,469471.8434,149978.5368,319541.858,152653.9928,255979.3188,406048.7186,457247.7063,409567.6151,156099.3823,110705.4943,61492.86678,413856.1139,415176.1204,309217.907,18
792.5521673,792.5208257,792.5540058,216.759,213.531,274.556,115,815557.0403,881464.2432,682474.875,1418462.225,1521134.417,1470262.036,562083.4329,295731.3013,545522.079,1444822.009,1610981.128,1533004.325,862017.8065,824974.4376,789160.0704,1656604.411,1659585.439,1458692.674,18
793.5558265,793.5250161,793.5573332,216.53,213.531,277.365,116,357198.269,338924.7156,286478.8241,647170.591,716889.6755,655887.7084,225820.6824,131371.5953,249597.6688,669637.787,741755.1173,709227.4498,376566.9884,379108.4844,329004.4367,751792.2982,768279.4561,680856.3557,18
794.5663552,794.5202754,794.5689551,218.6565,125.369,287.855,117,592943.1145,616356.1745,563138.0349,920944.0565,1220954.279,1142303.914,371759.4862,136140.5266,351792.5347,834539.6376,1090476.442,1012970.831,486573.927,531761.3213,416098.049,1224742.077,1285687.664,1069076.686,18
794.5951869,794.5318186,794.6039516,471.97,448.408,556.491,118,1770691.297,1541951.414,1695187.181,2654424.902,2807574.925,2570182.883,330086.351,355363.6319,306772.9777,1263632.563,1439443.927,1104540.308,2639871.538,2562594.192,2285207.198,4021011.882,4450213.796,4127772.011,18
795.571215,795.5335739,795.5726714,218.978,216.173,275.618,119,249862.3551,268151.9032,247465.09,478021.9413,539891.6551,499997.2724,157073.4802,63488.13651,162070.5805,420293.7819,474583.6042,452302.5551,243004.9144,238790.1055,192162.3598,528324.5243,587004.9366,494280.0969,18
795.600436,795.5781078,795.6072764,464.1355,449.638,493.663,120,818753.4529,740057.7707,815903.6884,1316222.672,1402342.774,1213879.517,223846.6527,171490.3013,166892.6705,600731.861,663279.4073,581128.3815,1339019.016,1252910.897,1145217.462,1753296.166,1863989.535,1795917.646,18
796.5617959,796.5251747,796.5813954,217.7105,149.522,275.359,121,244263.1156,292218.8819,187905.7749,412046.8229,432760.1855,439453.4211,148798.2016,11750.98363,155084.6702,289735.5695,368721.5418,350472.5177,226375.1614,208932.4016,150393.1047,433475.758,493813.8559,422151.0964,18
797.5448197,797.5279294,797.5861358,206.593,152.048,227.464,122,70559.60654,113249.9731,101352.6297,164477.155,181883.6589,167794.095,54804.90802,24402.69866,46082.86708,129620.9306,140670.0954,145921.9745,94823.55886,95282.56859,25187.97972,165198.3422,212447.682,172012.3956,18
797.606925,797.5386126,797.6176394,465.4,437.761,557.821,123,250488.6343,256980.3845,235077.2843,408938.1839,415636.5408,364303.5873,106070.8606,64445.73292,54032.8027,140385.4702,250124.9402,189215.635,345371.5452,244310.657,353508.7488,373645.4156,632037.6893,516947.6796,18
802.5397909,802.536569,802.6305492,465.368,424.511,490.347,124,274694.6936,214916.7417,291824.8214,250575.0801,262358.0564,159780.1615,24603.10042,33846.29987,96824.91521,151354.8905,169765.3968,120698.5161,505627.8123,462783.9261,496100.663,344337.0474,357395.1403,368074.0151,18
804.5522221,804.5395315,804.5897651,464.2645,407.34,468.894,125,2154072.978,1862333.02,2101301.989,1880771.604,2104537.856,1850259.459,397375.6948,347212.2265,430407.4638,1493595.494,1631202.957,1437447.67,3218012.469,3060667.32,2892514.899,2812028.072,2749715.953,2706077.435,18
805.555289,805.5529758,805.5661997,464.975,455.849,487.873,126,1021779.13,884465.4614,988828.3264,944442.8422,972027.1104,987329.2852,199032.4424,173248.6297,136586.3037,726539.3802,778134.2424,689579.8387,1532226.427,1488464.564,1375689.918,1355496.156,1372655.695,1304990.039,18
810.6002429,810.5879688,810.6011561,451.736,407.34,486.636,127,9943449.291,9475082.541,9280451.838,13131446.71,14032074.05,12591908.51,2995180.892,1545531.264,3133484.319,7834517.939,8446431.636,8211218.937,14845200.49,14854673.56,12387992.97,18280686.18,19591921.55,17226357.87,18
811.6677537,811.6654063,811.6687225,631.5795,628.726,633.536,128,177470.02,226067.3213,204068.2739,157302.3961,186198.0501,173068.6347,185142.7662,50488.44271,177871.3193,190401.261,193041.3347,206590.3356,231850.4192,246315.3275,187965.1982,190932.0929,251770.0943,185605.0677,18
812.605885,812.4933496,812.6165407,469.525,409.601,559.101,129,702642.761,1870282.326,2014130.817,4111336.319,4162156.96,3998335.782,941285.8401,643078.6294,1147228.931,2424853.501,2601435.813,2690171.209,75429.4761,2845638.742,2135497.744,4843390.014,5731243.265,4222914.341,18
813.6834891,813.6813142,813.6840266,632.08,629.648,634.756,130,683451.7548,703880.8357,672703.0021,247190.3758,305023.7477,317473.4295,900500.9751,159441.2234,633398.8141,166654.851,123289.8186,157646.8861,467465.8306,507820.1336,380302.5621,159320.7679,391523.5401,264875.4912,18
814.5338885,814.5320842,814.5359648,216.202,213.531,220.225,131,134020.919,143847.5735,131015.4425,151987.759,140073.2665,143481.1831,99380.60108,67845.31021,83576.86229,94206.97646,155255.7426,135613.8492,101251.5683,147478.501,137715.4294,124921.9912,135952.9972,138346.0024,18
814.6157787,814.4991023,814.6320669,463.912,424.511,547.734,132,1059584.514,121183.8993,1060204.481,2537333.241,2854600.323,2529226.797,1468910.297,700892.5233,1326196.748,2239186.1,2612778.557,2356064.912,716163.7304,843978.455,641336.0456,1941494.212,1514548.508,1760002.898,18
815.6332681,815.6223501,815.6352372,472.999,456.845,478.045,133,434497.2763,469895.0275,464146.1703,1125660.442,1276977.361,1120462.632,665193.3895,325300.5524,610805.9568,1023711.919,1264885.56,1136873.097,359714.525,317351.9607,271811.5544,749855.0189,744359.1587,714729.5768,18
828.5516668,828.5499639,828.5525414,455.159,444.738,459.57,134,428694.0508,382132.6595,407284.005,482305.1544,492158.0706,485378.7855,73936.64003,62532.55367,96229.10267,579970.7092,624387.5696,560686.2887,649886.5271,481128.2827,613413.8702,599730.7168,618468.7899,598767.2573,18
829.5546127,829.5192888,829.5574496,455.6875,444.738,521.397,135,233351.8317,190094.9482,217816.3939,252608.4669,207106.7061,227917.0788,46037.97578,28781.22138,54441.2543,294825.1471,320439.8669,285998.2759,337598.9037,257769.3793,318342.8763,269801.6002,301038.0266,315814.5756,18
832.5837524,832.5822685,832.5855926,445.255,437.487,455.529,136,2940209.921,2995780.646,3082498.133,4147767.388,3804379.597,3380321.032,924754.4812,833026.177,1019439.623,3498882.005,3935030.881,3353977.164,4292154.17,4281646.778,3822660.727,5021081.046,4224386.55,4474181.713,18
838.6285106,838.5126146,838.6297188,452.57,422.856,506.75,137,38935.91469,656765.5585,621482.872,1191331.623,1411863.18,1238610.599,54208.06161,134980.7796,136414.9413,944129.2693,1195688.625,988763.4959,846530.4311,752779.0352,607726.6084,1691536.077,1753684.713,1454038.537,18
839.6333346,839.6316144,839.6340131,452.043,443.519,458.22,138,269101.272,301799.8277,290498.5562,529570.9742,577546.2357,528672.4055,105954.1046,52071.35025,62202.57419,396771.911,507053.2063,411725.9311,321995.9771,362732.0598,320020.3799,715351.6149,739686.3444,659006.8657,18
840.6364615,840.5228629,840.6438928,460.922,418.73,591.491,139,100914.771,72641.7189,394043.9353,203254.378,207528.3896,227548.5152,59071.32383,452691.2158,547528.6308,151143.9439,162811.8655,173957.0667,730747.595,70105.52698,622727.5485,256314.6873,287731.1983,212428.3587,18
858.5952202,858.549279,858.5963958,452.8235,435.105,508.943,140,418903.5284,436376.1637,432231.3953,631252.5127,55446.31587,615413.1488,89827.85,83247.93562,112134.6078,587746.6437,659275.4646,585903.5017,617048.6533,566544.4367,457950.2123,879668.9043,867155.093,810289.7744,18
910.5488429,910.5477124,910.5502917,153.758,146.345,157.354,141,242204.0402,189887.141,183678.9861,210726.1707,149916.7321,218327.557,159187.2703,14513.35039,98603.06849,121022.9209,78362.99685,111451.1986,206598.8619,238236.1116,180587.7217,198228.6834,519840.3168,280834.0688,18
1036.77079,1036.76902,1036.772396,184.4515,178.944,187.978,142,43193.86611,73588.56084,141223.4434,187395.9451,323546.332,279744.4256,22553.02246,45218.38067,32480.48595,147475.676,340813.5329,304977.4025,25320.10509,52984.18812,33024.52731,104915.0166,112009.8797,61920.07645,18
1540.128362,1540.115783,1540.131562,503.011,497.981,526.659,143,272562.6823,268358.3924,248828.1693,407079.8317,280212.3457,370190.8268,335999.819,230658.02,356622.5463,348402.2808,327861.5572,354904.8622,370658.9491,337904.8506,313970.1059,411400.3835,275512.3914,362053.107,18
1570.170683,1570.148815,1570.178564,488.757,452.108,505.447,144,182939.3985,210995.8899,175874.9295,288272.2432,230587.2588,275124.9367,231048.4476,119914.4803,276783.2143,207841.1424,318543.2905,310292.6619,5787.432619,185110.649,66899.11472,362212.2819,277159.103,312596.2103,18
147.0913998,147.0911444,147.0916937,422.0145,401.168,439.934,145,837394.5626,396275.7899,956445.6238,NA,278942.7535,271435.7536,324199.589,288725.2263,571213.799,457678.2469,641892.7984,236154.7344,536457.4529,444346.0394,403634.8169,249487.1174,310029.7509,277624.3221,17
195.122805,195.1226031,195.123078,148.863,143.7,150.219,146,2804632.441,4743260.375,5117517.767,1523011.018,NA,1536221.884,3141277.763,2935700.697,3975782.593,790213.3059,1218646.109,1023010.991,5392557.99,5246088.455,4125702.142,1096377.291,664145.596,769601.3816,17
298.0969869,298.0965243,298.0973549,144.674,143.115,148.924,147,132555.6382,NA,117507.81,316389.7653,305376.9386,292688.3761,126863.9976,112967.2762,108398.5752,720946.2529,736667.0273,616987.4844,315076.1046,293115.2824,299235.6771,408179.3512,479658.4232,407055.7997,17
298.345814,298.2723674,298.3472602,240.333,201.053,266.093,148,70938.85886,85374.12329,77111.16062,28321.79663,37523.72362,50750.72614,3665412.355,81359.39613,98576.79495,3197065.898,270956.8386,30114.11835,NA,32382.99791,111785.096,51206.91138,81579.13469,13340391.6,17
300.2016336,300.1865566,300.2019987,171.579,154.777,176.097,149,228429.3042,168887.2474,730298.9008,207802.46,208723.9029,208668.1877,94657.17792,281030.8353,378448.543,168771.1418,NA,115699.0665,375208.0676,252666.2003,169013.8187,83211.08227,89512.40932,315012.2002,17
300.946482,300.9462245,300.9466777,607.301,604.153,610.494,150,1509494.154,1420768.181,1515794.828,1154908.874,1088585.084,1194359.101,1300843.791,968328.9794,1529699.051,1139386.371,1010612.518,1060583.172,1404239.534,1318650.905,1361322.87,1127133.441,1363971.068,NA,17
333.0558594,333.0546362,333.0567287,606.417,604.153,609.315,151,42364.33146,30648.0579,44956.57282,64994.75297,62086.58078,60110.52227,NA,47812.35371,71209.92066,118946.5266,137877.6612,127959.68,72507.96397,74459.85982,64569.31648,55954.73322,63593.27234,62818.1003,17
371.162624,371.1619829,371.3263399,86.137,84.36,206.286,152,12382.45259,117492.9386,145715.3738,85254.16874,83893.66621,94761.30988,40860.89573,90418.45664,92374.3234,NA,98589.30322,97528.85997,103345.9986,115897.0143,104494.3514,60061.3141,61320.21341,60473.30721,17
385.2737365,385.1394593,385.2796449,100.3885,84.36,109.356,153,539276.7248,494708.5257,493849.0183,606482.0676,678368.4375,658998.0157,NA,54829.65787,98491.5025,108610.1199,56897.61366,55651.68794,1164218.098,1128560.508,957941.8566,793867.8731,1038937.008,788909.4973,17
397.200942,397.1996571,397.2012733,106.064,104.781,107.312,154,789944.0573,739244.7426,764161.6245,NA,725795.1108,697175.1372,461857.8061,327129.1956,354570.4201,349074.2518,459549.3114,395415.0752,899744.8856,824352.5733,826433.7531,1309678.457,646864.587,1191036.346,17
398.9234855,398.9231257,398.9238388,606.417,604.153,610.348,155,880484.1714,815646.8751,871572.2906,677894.2851,606034.0265,660022.4086,800833.327,588913.9149,916478.4528,647782.7349,584267.8496,586536.6934,NA,814534.6688,825899.6147,623141.9616,757114.1959,712404.277,17
416.3920696,416.3913127,416.3928218,105.616,104.75,106.802,156,617657.4777,564133.7997,547786.9429,NA,631152.691,592679.732,318635.9312,214309.9193,224206.0319,247106.6876,362614.0077,303582.9991,708653.6096,687110.0916,484659.1476,1196143.425,533337.7972,1049755.441,17
417.2182422,417.2178029,417.2187172,106.082,105.08,107.312,157,1992086.429,1889870.809,1917650.41,NA,1690605.046,1580889.285,1151098.622,843375.7372,872228.8837,769645.0795,1039087.476,916438.4242,2255175.535,2122685.318,2080749.583,3006011.533,1450160.252,2658064.549,17
438.1972316,438.196584,438.1977135,104.863,104.074,106.733,158,2235130.964,2383172.739,2315919.326,NA,2844403.839,2457198.265,1620818.972,1578336.073,1467179.372,3026894.835,4081715.064,2699611.58,2415817.389,2397840.373,2218551.263,3694203.575,1764819.286,3035290.291,17
439.1997779,439.1991255,439.2003919,104.863,103.608,106.733,159,367030.0955,394803.8016,389990.6423,NA,528651.3659,428223.5097,265090.3052,253107.2538,280545.2006,568255.4322,788186.7397,513156.1475,419280.8721,377107.6085,375668.1118,660759.1636,327413.8304,573782.561,17
453.1677838,453.1672823,453.1686112,105.21,103.613,106.733,160,657897.4751,649063.3917,582904.4337,729851.6891,2386365.302,2199261.042,398763.3186,334322.6614,NA,2275130.941,2938351.523,2295105.523,721100.9567,684167.7719,662759.8888,3468412.713,1682202.215,2768563.779,17
466.3287196,466.3281438,466.3293527,398.989,387.371,406.147,161,77358.47684,63790.77781,55954.67973,158732.6466,139061.5052,148762.5516,156023.9157,65535.07106,173625.6536,165184.376,175907.069,161001.1406,NA,131169.6019,126642.3275,231240.326,290389.8263,245620.8367,17
